,Nodes,GW15.clusterColorID,GW19.clusterColorID,GW15.clusterID,GW19.clusterID,GW.clusterColorID,GW.clusterID
3746,WDR3,turquoise,darkgreen,1,22,greenyellow,11
3747,WDR41,blue,turquoise,2,1,turquoise,1
3748,WDR47,purple,magenta,10,9,salmon,13
3749,WDR48,yellow,green,4,5,brown,3
3750,WDR6,turquoise,grey,1,0,blue,2
3751,WDR74,grey,grey,0,0,turquoise,1
3752,WDR82,pink,brown,8,3,tan,12
3753,WDTC1,green,yellow,5,4,yellow,4
3754,WEE1,green,yellow,5,4,yellow,4
3755,WHSC1,grey,turquoise,0,1,turquoise,1
3756,WHSC1L1,magenta,red,9,6,red,6
3757,WIPF3,grey,brown,0,3,turquoise,1
3758,WIPI2,grey,turquoise,0,1,turquoise,1
3759,WLS,grey,turquoise,0,1,turquoise,1
3760,WNK1,grey,grey,0,0,turquoise,1
3761,WNK2,turquoise,brown,1,3,darkgreen,22
3762,WNK3,brown,turquoise,3,1,turquoise,1
3763,WRN,magenta,tan,9,12,greenyellow,11
3764,WRNIP1,turquoise,brown,1,3,darkgreen,22
3765,WSB1,grey,grey,0,0,turquoise,1
3766,WSB2,purple,turquoise,10,1,salmon,13
3767,WWC1,tan,turquoise,12,1,cyan,14
3768,XKR4,turquoise,grey,1,0,turquoise,1
3769,XPC,grey,turquoise,0,1,turquoise,1
3770,XPO1,greenyellow,turquoise,11,1,midnightblue,15
3771,XPO4,brown,turquoise,3,1,blue,2
3772,XPO5,grey,grey,0,0,turquoise,1
3773,XPO6,yellow,turquoise,4,1,brown,3
3774,XPR1,turquoise,grey60,1,17,blue,2
3775,XRCC5,blue,black,2,7,pink,8
3776,XRN1,tan,blue,12,2,cyan,14
3777,XYLT1,blue,grey,2,0,green,5
3778,YAF2,black,turquoise,7,1,magenta,9
3779,YAP1,yellow,turquoise,4,1,brown,3
3780,YEATS2,black,black,7,7,magenta,9
3781,YIPF4,midnightblue,turquoise,15,1,lightyellow,19
3782,YIPF5,grey,brown,0,3,turquoise,1
3783,YKT6,turquoise,grey,1,0,blue,2
3784,YLPM1,green,yellow,5,4,yellow,4
3785,YME1L1,grey,turquoise,0,1,turquoise,1
3786,YPEL1,red,turquoise,6,1,red,6
3787,YPEL2,grey,turquoise,0,1,turquoise,1
3788,YTHDC1,brown,turquoise,3,1,royalblue,20
3789,YTHDF1,turquoise,grey,1,0,turquoise,1
3790,YTHDF2,grey,turquoise,0,1,turquoise,1
3791,YTHDF3,red,red,6,6,red,6
3792,YWHAB,magenta,darkgreen,9,22,greenyellow,11
3793,YWHAE,grey,blue,0,2,turquoise,1
3794,YWHAG,grey,lightcyan,0,16,turquoise,1
3795,YWHAH,grey,grey,0,0,turquoise,1
3796,YWHAQ,grey,grey,0,0,black,7
3797,YWHAZ,grey,grey,0,0,turquoise,1
3798,YY1,grey,turquoise,0,1,turquoise,1
3799,ZBED3,grey60,turquoise,17,1,blue,2
3800,ZBED4,magenta,tan,9,12,greenyellow,11
3801,ZBED5,grey,turquoise,0,1,turquoise,1
3802,ZBTB11,pink,cyan,8,14,tan,12
3803,ZBTB14,grey,grey,0,0,turquoise,1
3804,ZBTB18,blue,salmon,2,13,green,5
3805,ZBTB33,salmon,turquoise,13,1,lightcyan,16
3806,ZBTB34,blue,grey,2,0,green,5
3807,ZBTB37,yellow,green,4,5,brown,3
3808,ZBTB38,lightgreen,turquoise,18,1,purple,10
3809,ZBTB4,red,turquoise,6,1,red,6
3810,ZBTB40,blue,turquoise,2,1,blue,2
3811,ZBTB41,grey,grey,0,0,turquoise,1
3812,ZBTB44,blue,turquoise,2,1,green,5
3813,ZBTB5,turquoise,turquoise,1,1,purple,10
3814,ZBTB6,turquoise,grey60,1,17,green,5
3815,ZBTB7A,grey,grey,0,0,turquoise,1
3816,ZC2HC1A,brown,turquoise,3,1,blue,2
3817,ZC3H11A,purple,magenta,10,9,salmon,13
3818,ZC3H13,grey,grey,0,0,black,7
3819,ZC3H4,brown,blue,3,2,blue,2
3820,ZC3H6,blue,turquoise,2,1,green,5
3821,ZC3H8,yellow,turquoise,4,1,brown,3
3822,ZCCHC11,yellow,green,4,5,brown,3
3823,ZCCHC14,pink,cyan,8,14,tan,12
3824,ZCCHC3,magenta,turquoise,9,1,greenyellow,11
3825,ZDHHC17,brown,turquoise,3,1,black,7
3826,ZDHHC18,blue,turquoise,2,1,green,5
3827,ZDHHC7,grey,turquoise,0,1,turquoise,1
3828,ZDHHC9,blue,turquoise,2,1,red,6
3829,ZEB1,brown,brown,3,3,blue,2
3830,ZEB2,pink,cyan,8,14,tan,12
3831,ZFAND3,purple,magenta,10,9,salmon,13
3832,ZFAND5,grey,blue,0,2,pink,8
3833,ZFHX2,yellow,turquoise,4,1,brown,3
3834,ZFHX3,brown,blue,3,2,blue,2
3835,ZFHX4,yellow,grey,4,0,brown,3
3836,ZFP2,blue,turquoise,2,1,turquoise,1
3837,ZFP36L2,grey,turquoise,0,1,turquoise,1
3838,ZFP37,purple,lightcyan,10,16,salmon,13
3839,ZFP62,turquoise,turquoise,1,1,purple,10
3840,ZFP69B,grey,brown,0,3,turquoise,1
3841,ZFP82,turquoise,grey,1,0,turquoise,1
3842,ZFPM2,grey,turquoise,0,1,black,7
3843,ZFR,lightgreen,turquoise,18,1,grey60,17
3844,ZFX,lightcyan,turquoise,16,1,darkred,21
3845,ZFYVE1,red,turquoise,6,1,red,6
3846,ZFYVE20,yellow,turquoise,4,1,brown,3
3847,ZFYVE21,grey,grey,0,0,turquoise,1
3848,ZFYVE26,grey,grey,0,0,turquoise,1
3849,ZHX1,grey,grey,0,0,turquoise,1
3850,ZKSCAN1,purple,turquoise,10,1,salmon,13
3851,ZKSCAN2,grey,turquoise,0,1,turquoise,1
3852,ZMAT2,blue,turquoise,2,1,turquoise,1
3853,ZMIZ1,grey,grey,0,0,turquoise,1
3854,ZMPSTE24,grey,turquoise,0,1,turquoise,1
3855,ZMYM2,green,brown,5,3,yellow,4
3856,ZMYM3,turquoise,blue,1,2,blue,2
3857,ZMYM4,black,black,7,7,magenta,9
3858,ZNF107,grey,blue,0,2,green,5
3859,ZNF12,turquoise,black,1,7,magenta,9
3860,ZNF121,red,red,6,6,red,6
3861,ZNF124,grey,lightcyan,0,16,turquoise,1
3862,ZNF136,brown,turquoise,3,1,blue,2
3863,ZNF138,blue,turquoise,2,1,turquoise,1
3864,ZNF14,blue,blue,2,2,turquoise,1
3865,ZNF146,yellow,green,4,5,brown,3
3866,ZNF148,blue,cyan,2,14,tan,12
3867,ZNF160,purple,magenta,10,9,salmon,13
3868,ZNF169,grey,turquoise,0,1,blue,2
3869,ZNF18,grey,grey,0,0,turquoise,1
3870,ZNF180,purple,magenta,10,9,salmon,13
3871,ZNF184,purple,turquoise,10,1,salmon,13
3872,ZNF195,turquoise,blue,1,2,turquoise,1
3873,ZNF197,turquoise,turquoise,1,1,purple,10
3874,ZNF217,green,turquoise,5,1,yellow,4
3875,ZNF23,blue,grey60,2,17,green,5
3876,ZNF24,grey,turquoise,0,1,turquoise,1
3877,ZNF248,turquoise,grey,1,0,turquoise,1
3878,ZNF25,brown,blue,3,2,blue,2
3879,ZNF253,royalblue,turquoise,20,1,purple,10
3880,ZNF256,turquoise,green,1,5,brown,3
3881,ZNF260,turquoise,magenta,1,9,salmon,13
3882,ZNF264,grey,grey,0,0,turquoise,1
3883,ZNF266,grey,turquoise,0,1,turquoise,1
3884,ZNF268,yellow,turquoise,4,1,blue,2
3885,ZNF273,blue,turquoise,2,1,green,5
3886,ZNF277,red,red,6,6,red,6
3887,ZNF280B,blue,turquoise,2,1,green,5
3888,ZNF280C,turquoise,grey,1,0,turquoise,1
3889,ZNF281,green,blue,5,2,yellow,4
3890,ZNF282,grey,grey,0,0,turquoise,1
3891,ZNF283,purple,turquoise,10,1,salmon,13
3892,ZNF287,grey,grey,0,0,turquoise,1
3893,ZNF292,salmon,greenyellow,13,11,magenta,9
3894,ZNF3,turquoise,grey,1,0,turquoise,1
3895,ZNF302,turquoise,magenta,1,9,salmon,13
3896,ZNF322,grey,turquoise,0,1,green,5
3897,ZNF33A,grey,grey,0,0,turquoise,1
3898,ZNF354A,grey,turquoise,0,1,turquoise,1
3899,ZNF354B,yellow,turquoise,4,1,brown,3
3900,ZNF362,grey,blue,0,2,black,7
3901,ZNF37A,grey,turquoise,0,1,turquoise,1
3902,ZNF383,turquoise,magenta,1,9,salmon,13
3903,ZNF397,purple,magenta,10,9,salmon,13
3904,ZNF417,brown,blue,3,2,blue,2
3905,ZNF430,black,turquoise,7,1,magenta,9
3906,ZNF436,purple,magenta,10,9,salmon,13
3907,ZNF439,black,black,7,7,magenta,9
3908,ZNF443,turquoise,magenta,1,9,salmon,13
3909,ZNF449,grey,grey,0,0,turquoise,1
3910,ZNF451,yellow,green,4,5,brown,3
3911,ZNF460,pink,turquoise,8,1,tan,12
3912,ZNF462,brown,grey,3,0,turquoise,1
3913,ZNF469,blue,grey,2,0,pink,8
3914,ZNF471,turquoise,turquoise,1,1,purple,10
3915,ZNF473,brown,turquoise,3,1,blue,2
3916,ZNF490,brown,blue,3,2,blue,2
3917,ZNF512,red,turquoise,6,1,red,6
3918,ZNF514,blue,grey,2,0,green,5
3919,ZNF528,grey,turquoise,0,1,turquoise,1
3920,ZNF530,purple,grey,10,0,salmon,13
3921,ZNF532,tan,turquoise,12,1,cyan,14
3922,ZNF551,turquoise,lightcyan,1,16,turquoise,1
3923,ZNF558,blue,brown,2,3,grey60,17
3924,ZNF562,grey,grey,0,0,turquoise,1
3925,ZNF586,purple,turquoise,10,1,salmon,13
3926,ZNF608,grey,turquoise,0,1,turquoise,1
3927,ZNF609,black,grey,7,0,pink,8
3928,ZNF610,turquoise,turquoise,1,1,purple,10
3929,ZNF615,grey,turquoise,0,1,turquoise,1
3930,ZNF623,grey,turquoise,0,1,turquoise,1
3931,ZNF625,brown,turquoise,3,1,blue,2
3932,ZNF626,grey,turquoise,0,1,turquoise,1
3933,ZNF638,grey,turquoise,0,1,black,7
3934,ZNF644,tan,grey,12,0,cyan,14
3935,ZNF646,grey,turquoise,0,1,turquoise,1
3936,ZNF654,grey,turquoise,0,1,turquoise,1
3937,ZNF655,purple,magenta,10,9,salmon,13
3938,ZNF662,yellow,turquoise,4,1,brown,3
3939,ZNF664,black,green,7,5,magenta,9
3940,ZNF667,blue,blue,2,2,blue,2
3941,ZNF677,blue,turquoise,2,1,green,5
3942,ZNF678,turquoise,turquoise,1,1,purple,10
3943,ZNF680,grey,grey,0,0,turquoise,1
3944,ZNF697,purple,magenta,10,9,salmon,13
3945,ZNF699,turquoise,magenta,1,9,salmon,13
3946,ZNF7,lightgreen,turquoise,18,1,grey60,17
3947,ZNF704,red,red,6,6,red,6
3948,ZNF706,red,red,6,6,red,6
3949,ZNF708,brown,grey,3,0,blue,2
3950,ZNF709,grey,turquoise,0,1,turquoise,1
3951,ZNF710,grey,grey,0,0,turquoise,1
3952,ZNF711,pink,grey,8,0,tan,12
3953,ZNF721,lightcyan,turquoise,16,1,darkred,21
3954,ZNF780B,turquoise,magenta,1,9,salmon,13
3955,ZNF793,grey,blue,0,2,turquoise,1
3956,ZNF799,grey,turquoise,0,1,turquoise,1
3957,ZNF804A,turquoise,grey,1,0,turquoise,1
3958,ZNF823,turquoise,turquoise,1,1,purple,10
3959,ZNF827,grey,grey,0,0,turquoise,1
3960,ZNF84,purple,magenta,10,9,salmon,13
3961,ZNF850,pink,turquoise,8,1,tan,12
3962,ZNF880,turquoise,magenta,1,9,salmon,13
3963,ZNF91,green,yellow,5,4,yellow,4
3964,ZNF92,salmon,turquoise,13,1,lightcyan,16
3965,ZNFX1,red,red,6,6,red,6
3966,ZNRF1,greenyellow,grey,11,0,midnightblue,15
3967,ZNRF2,tan,turquoise,12,1,cyan,14
3968,ZRANB2,grey,grey,0,0,turquoise,1
3969,ZSCAN29,greenyellow,turquoise,11,1,midnightblue,15
3970,ZSWIM4,lightyellow,turquoise,19,1,darkgreen,22
3971,ZSWIM5,blue,turquoise,2,1,green,5
3972,ZSWIM6,grey,grey,0,0,turquoise,1
3973,ZUFSP,grey,turquoise,0,1,turquoise,1
3974,ZXDA,turquoise,pink,1,8,lightgreen,18
3975,ZXDB,turquoise,turquoise,1,1,lightgreen,18
3976,ZYG11B,turquoise,grey,1,0,green,5
3977,ZYX,turquoise,grey,1,0,turquoise,1
